Phage_ID	Length	GC_content	Taxonomy	Completeness	Host	Lifestyle	Cluster	Subcluster
Mycobacterium_phage_Bigswole	156514	64.77503609900712	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_87327	subcluster_110202
Mycobacterium_phage_Jessibeth14	155784	64.70946952190212	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_277525	subcluster_348662
Mycobacterium_phage_KristaRAM	58701	61.64290216521013	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_152480	subcluster_191921
Mycobacterium_phage_Estave1	60727	61.32362869893129	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_64639	subcluster_81531
Mycobacterium_phage_Corofin	68685	67.51255732692728	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_66184	subcluster_83393
Mycobacterium_phage_DreamTeam1	52556	61.92061800745871	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_72941	subcluster_92008
Microbacterium_phage_Coltrane	39828	67.07090489103143	Caudovirales	High-quality	Microbacterium foliorum	temperate	cluster_250850	subcluster_315216
Mycobacterium_phage_Loadrie	76492	58.95387752967631	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_277702	subcluster_348894
Mycobacterium_phage_Cookies	76340	62.978779145926126	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_212881	subcluster_267804
Microbacterium_phage_Ixel	40556	63.28286813295196	Caudovirales	High-quality	Microbacterium liquefaciens	temperate	cluster_159234	subcluster_200482
Mycobacterium_phage_James	59617	61.39356223895869	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_33194	subcluster_41681
Mycobacterium_phage_EpicPhail	50884	63.99261064381731	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_150396	subcluster_189536
Gordonia_phage_Boohoo	52178	61.94948062401778	Caudovirales	High-quality	Gordonia terrae	temperate	cluster_174578	subcluster_220336
Mycobacterium_phage_PopTart	55094	61.64373616001743	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_187139	subcluster_236075
Gordonia_phage_Epsocamisio	52314	62.01016936192989	Caudovirales	High-quality	Gordonia terrae	temperate	cluster_138034	subcluster_173921
Mycobacterium_phage_ActinUp	59812	66.62041061994248	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_193989	subcluster_244607
Mycobacterium_phage_JeTaime	75099	62.93825483694856	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_129386	subcluster_162827
Rhodococcus_phage_Bradshaw	46606	58.561129468308806	Caudovirales	High-quality	Rhodococcus erythropolis	virulent	cluster_78909	subcluster_99254
Mycobacterium_phage_Anaya	60835	66.39434536040109	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_273802	subcluster_343923
Mycobacterium_phage_Norbert	50078	64.05008187227924	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_44559	subcluster_55920
Arthrobacter_phage_EstebanJulior	43746	61.26502994559503	Caudovirales	High-quality	Arthrobacter sp.	virulent	cluster_150394	subcluster_189530
Arthrobacter_phage_Moki	43161	61.3354648872825	Caudovirales	High-quality	Arthrobacter sp.	temperate	cluster_228713	subcluster_287879
Arthrobacter_phage_MamaPearl	43746	61.26274402231061	Caudovirales	High-quality	Arthrobacter sp.	virulent	cluster_150394	subcluster_189530
Mycobacterium_phage_Fernando	50877	64.00141517778171	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_150396	subcluster_189533
Mycobacterium_phage_Topgun	50977	63.915098966200446	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_8073	subcluster_10032
Mycobacterium_phage_Lulwa	67689	66.4997266911906	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_66170	subcluster_83373
Gordonia_phage_Camerico	79457	53.90966182966888	Caudovirales	Complete	Gordonia terrae	virulent	cluster_262151	subcluster_328997
Mycobacterium_phage_EricB	51702	61.53340296313489	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_33714	subcluster_42348
Mycobacterium_phage_Myrale	76419	62.8338502204949	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_150337	subcluster_189465
Mycobacterium_phage_Gancho	54125	67.51963048498845	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_269723	subcluster_338481
TWAMP_complete_sequence	46596	58.54579792256847	Caudovirales	High-quality	Rhodococcus erythropolis	virulent	cluster_78909	subcluster_99254
Mycobacterium_phage_KilKor	48916	67.20909313925914	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_64243	subcluster_81009
Mycobacterium_phage_Funston	51372	63.9920579303901	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_87351	subcluster_110229
Streptomyces_phage_Oliynyk	49976	65.93765007203459	Caudovirales	High-quality	Streptomyces xanthochromogenes	temperate	cluster_39629	subcluster_49798
Mycobacterium_phage_Donovan	47162	67.18120520758237	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_154652	subcluster_194577
Mycobacterium_phage_OrangeOswald	68674	67.53647668695577	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_66184	subcluster_83393
Microbacterium_phage_Badulia	15460	54.63130659767141	Caudovirales	Low-quality	Microbacterium testaceum	virulent	cluster_78872	subcluster_99194
Mycobacterium_phage_Phoebe	50876	64.00463872945986	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_150396	subcluster_189537
Arthrobacter_phage_Rings	59167	53.02618013419643	Caudovirales	Complete	Arthrobacter sp.	virulent	cluster_79145	subcluster_99536
Propionibacterium_phage_P101A	29574	54.13538919321025	Caudovirales	High-quality	Propionibacterium acnes	virulent	cluster_78901	subcluster_99235
Microbacterium_phage_Anseraureola	17425	68.66571018651364	Caudovirales	High-quality	Microbacterium foliorum	temperate	cluster_177119	subcluster_223563
Gordonia_phage_RedWattleHog	135372	64.93735779924947	Caudovirales	Medium-quality	Gordonia terrae	temperate	cluster_123402	subcluster_155439
Mycobacterium_phage_Harley	58731	61.422417462668776	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_17524	subcluster_21992
Microbactrium_phage_Sharkboy	41947	69.66171597492074	Caudovirales	High-quality	Microbacterium foliorum	virulent	cluster_154660	subcluster_194588
Mycobacterium_phage_Toto	75933	63.017396915702	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_33636	subcluster_42267
Mycobacterium_phage_ArcherNM	52561	64.17686117083008	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_119475	subcluster_150484
Mycobacterium_phage_Koguma	155759	64.70573129000572	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_110410	subcluster_139113
Mycobacterium_phage_ShrimpFriedEgg	42594	66.12668450955533	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_8082	subcluster_10047
Gordonia_phage_Djokovic	66609	59.55201249080455	Caudovirales	High-quality	Gordonia terrae	virulent	cluster_250857	subcluster_315231
Mycobacterium_phage_UnionJack	49158	59.98209853940356	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_158444	subcluster_199504
Mycobacterium_phage_ZoeJ	57315	68.52481898281427	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_250843	subcluster_315207
Mycobacterium_phage_Shelob	156606	64.76380215317421	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_217933	subcluster_274602
Mycobacterium_phage_Duplo	52781	63.47549307515962	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_199611	subcluster_251568
Mycobacterium_phage_Rufus	52357	63.853925931585074	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_273786	subcluster_343905
Mycobacterium_phage_Thanksgivukkah	51370	63.93030951917461	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_87351	subcluster_110229
Mycobacterium_phage_Cambiare	45161	68.79829941763911	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_233211	subcluster_293538
Microbacterium_phage_Mandalorian	40407	63.75627985250081	Caudovirales	High-quality	Microbacterium foliorum	virulent	cluster_96286	subcluster_121279
Gordonia_phage_Nyceirae	41857	67.51319970375326	Caudovirales	High-quality	Gordonia terrae	temperate	cluster_10661	subcluster_13248
Microbacterium_phage_BlueRugrat	54124	60.24684058827877	Caudovirales	High-quality	Microbacterium foliorum	virulent	cluster_193971	subcluster_244585
Gordonia_phage_Guey18	68896	50.14514630747794	Caudovirales	High-quality	Gordonia terrae	virulent	cluster_27697	subcluster_34805
Streptomyces_phage_Shyg	39943	70.00225321082543	Caudovirales	High-quality	Streptomyces himastatinicus	temperate	cluster_15371	subcluster_19261
Mycobacterium_phage_Ardmore	52141	61.49095721217468	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_159208	subcluster_200451
Gordonia_phage_Jambalaya	57764	67.81559448791636	Caudovirales	High-quality	Gordonia terrae	temperate	cluster_223345	subcluster_281272
Microbacterium_phage_IAmGroot	45625	70.0054794520548	Caudovirales	High-quality	Microbacterium aerolatum	temperate	cluster_59812	subcluster_75486
Mycobacterium_phage_Terminus	76169	63.05846210400557	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_271533	subcluster_340851
Mycobacterium_phage_Thonko	69471	68.63295475810051	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_68594	subcluster_86721
Microbacterium_phage_Fizzles	62078	68.16102322884113	Caudovirales	Complete	Microbacterium foliorum	virulent	cluster_87328	subcluster_110203
Mycobacterium_phage_Ewok	155005	64.7217831682849	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_277526	subcluster_348663
Propionibacterium_phage_P100.1	29612	54.0692962312576	Caudovirales	High-quality	Propionibacterium acnes	virulent	cluster_277718	subcluster_348917
Streptomyces_phage_ToastyFinz	39693	72.51152596175649	Caudovirales	High-quality	Streptomyces viridochromogenes	temperate	cluster_72942	subcluster_92009
Arthrobacter_Hestia_complete	51476	62.28339420312379	Caudovirales	High-quality	Arthrobacter	temperate	cluster_277703	subcluster_348895
Mycobacterium_phage_Hades	54986	61.39562797803077	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_212882	subcluster_267805
Microbacterium_phage_Juicer	41099	62.76551740918271	Caudovirales	High-quality	Microbacterium foliorum	virulent	cluster_159235	subcluster_200483
Mycobacterium_phage_BananaFence	155947	64.67774307937954	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_269745	subcluster_338508
Mycobacterium_phage_Essence	155700	64.63969171483622	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_177103	subcluster_223541
Rhodococcus_phage_Phrankenstein	46540	58.57327030511388	Caudovirales	High-quality	Rhodococcus erythropolis	virulent	cluster_78909	subcluster_99254
Microbacterium_phage_Triscuit	67539	58.2833622055405	Caudovirales	Complete	Microbacterium foliorum	temperate	cluster_138035	subcluster_173922
Streptomyces_phage_SendItCS	55993	58.15905559623524	Caudovirales	High-quality	Streptomyces scabiei	virulent	cluster_129387	subcluster_162828
Mycobacterium_phage_PhrodoBaggins	68873	66.41499571675402	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_11373	subcluster_14143
Mycobacterium_phage_Nivrat	58009	61.454257098036514	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_59767	subcluster_75430
Mycobacterium_phage_HarryOW	52935	63.77444035137433	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_92800	subcluster_116810
Microbacterium_phage_Gardevoir	17396	68.52149919521729	Caudovirales	High-quality	Microbacterium sp.	temperate	cluster_66205	subcluster_83421
Gordonia_phage_Sedona	59571	67.41199576975374	Caudovirales	High-quality	Gordonia terrae	virulent	cluster_8074	subcluster_10033
Arthrobacter_phage_KingBob	43950	61.85665529010239	Caudovirales	High-quality	Arthrobacter sp.	virulent	cluster_159187	subcluster_200429
Mycobacterium_phage_Zetzy	48229	64.02786705094445	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_150396	subcluster_189532
Arthrobacter_phage_Savage2526	43418	60.97701414160026	Caudovirales	High-quality	Arthrobacter sp.	virulent	cluster_8099	subcluster_10068
Mycobacterium_phage_ImtiyazSitla	69082	66.34723951246345	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_78893	subcluster_99224
Mycobacterium_phage_Cane17	160330	64.61298571695878	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_262152	subcluster_328998
Streptomyces_phage_Shawty	40733	63.15027127881571	Caudovirales	High-quality	Streptomyces platensis	virulent	cluster_187138	subcluster_236074
Microbacterium_phage_Teamocil	53496	68.6331688350531	Caudovirales	High-quality	Microbacterium paraoxydans	virulent	cluster_262168	subcluster_329026
Arthrobacter_phage_Seahorse	56481	62.697190205555856	Caudovirales	High-quality	Arthrobacter globiformis	temperate	cluster_64244	subcluster_81013
Mycobacterium_phage_DismalStressor	58129	68.25336751019285	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_129431	subcluster_162900
Microbacterium_phage_Casey	39307	61.279161472511255	Caudovirales	High-quality	Microbacterium foliorum	temperate	cluster_55603	subcluster_70024
Gordonia_phage_Sadboi	67485	58.07809142772468	Caudovirales	High-quality	Gordonia rubripertincta	virulent	cluster_78873	subcluster_99195
Gordonia_phage_Kerry	59608	51.061937994900006	Caudovirales	High-quality	Gordonia terrae	virulent	cluster_198721	subcluster_250475
Mycobacterium_phage_Heffalump	53085	63.57728171799943	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_217453	subcluster_273905
Mycobacterium_phage_Bonray	157364	64.67108106047127	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_79146	subcluster_99537
Mycobacterium_phage_Shrimp	155714	64.7173664538834	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_247854	subcluster_311369
Mycobacterium_phage_Avrafan	41901	66.56881697334192	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_129413	subcluster_162865
Mycobacterium_phage_Dole	60621	66.3482951452467	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_194016	subcluster_244639
Mycobacterium_phage_DotProduct	55363	61.75243393602226	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_123403	subcluster_155440
Mycobacterium_phage_Cuco	50965	60.85745119199451	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_158461	subcluster_199523
Rhodococcus_phage_Jace	53912	66.98137705891082	Caudovirales	High-quality	Rhodococcus erythropolis	temperate	cluster_17525	subcluster_21993
Gordonia_phage_Tolls	44786	59.80886884294199	Caudovirales	High-quality	Gordonia terrae	virulent	cluster_154661	subcluster_194589
Mycobacterium_phage_ShiLan	59794	61.44596447804127	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_223492	subcluster_281445
Mycobacterium_phage_Calamitous	67371	68.89759688886909	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_159246	subcluster_200501
Mycobacterium_phage_Doddsville	68243	66.41706841727355	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_15407	subcluster_19304
Mycobacterium_phage_Vetrix	76520	58.93883951907998	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_110411	subcluster_139114
Streptomyces_phage_Manuel	45177	60.09473847311685	Caudovirales	Complete	Streptomyces lividans	virulent	cluster_199293	subcluster_251165
Gordonia_phage_RavenCo17	49663	66.53645571149548	Caudovirales	High-quality	Gordonia terrae	temperate	cluster_250844	subcluster_315208
Mycobacterium_phage_Blocker23	67402	68.93415625649091	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_159246	subcluster_200501
Mycobacterium_phage_Pivoine	155256	64.71569536765085	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_72951	subcluster_92025
Gordonia_phage_Posh	52295	66.10957070465628	Caudovirales	High-quality	Gordonia terrae	temperate	cluster_193972	subcluster_244586
Gordonia_phage_Archis	49000	67.3265306122449	Caudovirales	High-quality	Gordonia terrae	temperate	cluster_27698	subcluster_34806
Mycobacterium_phage_BGlluviae	59308	66.50030350037095	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_253328	subcluster_318180
Mycobacterium_phage_Chaph	51383	63.89856567347177	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_87351	subcluster_110229
Arthrobacter_phage_Michelle	54509	51.69238107468491	Caudovirales	High-quality	Arthrobacter globiformis	virulent	cluster_138053	subcluster_173951
Mycobacterium_phage_KiSi	62558	68.74900092713962	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_33683	subcluster_42315
Rhodococcus_phage_Swann	46596	58.614473345351534	Caudovirales	High-quality	Rhodococcus erythropolis	virulent	cluster_78909	subcluster_99254
Mycobacteriophage_Iridoclysis	68597	66.40960974969751	Caudovirales	High-quality	Mycobacterium	virulent	cluster_17534	subcluster_22007
Mycobacterium_phage_DeepSoil15	53746	67.44874037137647	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_269723	subcluster_338479
Streptomyces_phage_Quaran19	131761	49.47063243296575	Caudovirales	Complete	Streptomyces griseus	virulent	cluster_277527	subcluster_348664
Mycobacterium_phage_Maxo	51378	63.89115964031298	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_272331	subcluster_342027
Rhodococcus_phage_RRH1	14270	68.3812193412754	Caudovirales	High-quality	Rhodococcus rhodochrous	virulent	cluster_138015	subcluster_173901
Gordonia_phage_Guillaume	73583	59.092453419947546	Caudovirales	Complete	Gordonia terrae	virulent	cluster_72943	subcluster_92010
Arthrobacter_phage_Tophat	70091	61.63986817137721	Caudovirales	High-quality	Arthrobacter sp.	virulent	cluster_138040	subcluster_173927
Streptomyces_phage_Bordeaux	131317	49.48864198847065	Caudovirales	Complete	Streptomyces griseus	virulent	cluster_277527	subcluster_348665
Gordonia_phage_Rofo	58767	67.29116681130567	Caudovirales	High-quality	Gordonia terrae	virulent	cluster_262113	subcluster_328945
Corynebacterium_phage_Poushou	40353	60.00793001759472	Caudovirales	High-quality	Corynebacterium vitaeruminis	temperate	cluster_161229	subcluster_202932
Mycobacterium_phage_Beckerton	68882	57.36622049301704	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_212883	subcluster_267806
Gordonia_phage_FelixAlejandro	77553	58.91068043789408	Caudovirales	Complete	Gordonia terrae	virulent	cluster_159236	subcluster_200484
Gordonia_phage_Kenna	53215	62.97472517147421	Caudovirales	High-quality	Gordonia terrae	temperate	cluster_269746	subcluster_338510
Mycobacterium_phage_Gex	43697	66.26770716525162	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_262159	subcluster_329014
Mycobacterium_phage_Squiggle	68325	66.47054518843761	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_17534	subcluster_22010
Microbacterium_phage_Alyxandracam	41770	63.43787407230069	Caudovirales	High-quality	Microbacterium foliorum	virulent	cluster_78905	subcluster_99248
Streptomyces_phage_Rainydai	57623	58.075768356385474	Caudovirales	High-quality	Streptomyces scabiei	virulent	cluster_138036	subcluster_173923
