Phage_ID	Length	GC_content	Taxonomy	Completeness	Host	Lifestyle	Cluster	Subcluster
DQ079896.1	5540	46.08303249097473	Microviridae	High-quality	Escherichia coli; Salmonella enterica	virulent	cluster_177517	subcluster_224073
DQ079897.1	5540	46.02888086642599	Microviridae	High-quality	Escherichia coli; Salmonella enterica	virulent	cluster_177517	subcluster_224073
DQ079898.1	5540	46.29963898916967	Microviridae	High-quality	Escherichia coli; Salmonella enterica	virulent	cluster_177517	subcluster_224073
DQ079899.1	5577	45.95660749506904	Microviridae	High-quality	Escherichia coli; Salmonella enterica	virulent	cluster_177517	subcluster_224073
DQ079900.1	5577	46.27936166397705	Microviridae	High-quality	Escherichia coli; Salmonella enterica	virulent	cluster_177517	subcluster_224073
DQ079901.1	5577	46.082123005199925	Microviridae	High-quality	Escherichia coli; Salmonella enterica	virulent	cluster_177517	subcluster_224073
DQ079902.1	5577	45.81316119777658	Microviridae	High-quality	Escherichia coli; Salmonella enterica	virulent	cluster_177517	subcluster_224073
DQ079903.1	5577	45.79523041061503	Microviridae	High-quality	Escherichia coli; Salmonella enterica	virulent	cluster_177517	subcluster_224073
DQ079904.1	5529	46.46409839030567	Microviridae	High-quality	Escherichia coli; Salmonella enterica	virulent	cluster_177517	subcluster_224073
DQ079905.1	5529	46.31940676433352	Microviridae	High-quality	Escherichia coli; Salmonella enterica	virulent	cluster_177517	subcluster_224073
DQ079906.1	5529	46.13854223186833	Microviridae	High-quality	Escherichia coli; Salmonella enterica	virulent	cluster_177517	subcluster_224073
DQ079909.1	5486	45.078381334305504	Microviridae	High-quality	Escherichia coli; Salmonella enterica	virulent	cluster_277505	subcluster_348635
DQ113772.1	38893	38.10968554752783	Caudovirales	High-quality	Streptococcus pneumoniae	temperate	cluster_187108	subcluster_236026
DQ222851.1	36615	35.26423596886522	Caudovirales	High-quality	Bacillus anthracis	temperate	cluster_158417	subcluster_199465
DQ289556.1	37373	35.12963904422979	Caudovirales	High-quality	Bacillus cereus	temperate	cluster_67558	subcluster_85090
DQ394806.1	37131	35.70870701031483	Caudovirales	High-quality	Lactococcus lactis	temperate	cluster_64618	subcluster_81508
DQ394807.1	35594	35.73355059841546	Caudovirales	High-quality	Lactococcus lactis	temperate	cluster_110812	subcluster_139705
DQ394808.1	35992	35.9885530117804	Caudovirales	High-quality	Lactococcus lactis	temperate	cluster_110812	subcluster_139706
DQ394809.1	34897	35.831160271656586	Caudovirales	High-quality	Lactococcus lactis	temperate	cluster_110812	subcluster_139707
DQ394810.1	33641	35.973960346006365	Caudovirales	High-quality	Lactococcus	temperate	cluster_110812	subcluster_139704
DQ426905.1	34600	41.58092485549133	Caudovirales	High-quality	Mannheimia haemolytica	temperate	cluster_87303	subcluster_110173
DQ838728.1	33613	35.48627019308006	Caudovirales	High-quality	Lactococcus lactis	temperate	cluster_247844	subcluster_311356
CP000711.1	40207	46.859999502574176	Caudovirales	High-quality	Escherichia coli	temperate	cluster_158418	subcluster_199467
EF506570.1	7870	22.21092757306226		High-quality	Spiroplasma	virulent	cluster_150326	subcluster_189453
EU568876.1	41901	66.55927066179804	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_129413	subcluster_162878
EU676000.1	64511	59.72934848320441	Caudovirales	High-quality	Mycobacterium	temperate	cluster_154677	subcluster_194611
FJ168660.1	64562	59.674421486323226	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_154677	subcluster_194611
FJ174694.1	68450	66.4981738495252	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_113215	subcluster_142766
DQ079907.2	5529	45.79489962018448	Microviridae	High-quality	Escherichia coli; Salmonella enterica	virulent	cluster_177517	subcluster_224073
FJ483837.1	3412	47.09847596717468	Riboviria	High-quality	Escherichia coli	virulent	cluster_68527	subcluster_86650
FJ483838.1	3393	46.035956380783965	Riboviria	High-quality	Escherichia coli	virulent	cluster_68527	subcluster_86649
FJ483839.1	3458	48.17813765182186	Riboviria	High-quality	Escherichia coli	virulent	cluster_68527	subcluster_86650
GQ303261.1	41901	66.56404381756998	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_129413	subcluster_162870
GQ303262.1	154349	64.73187387025507	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_199339	subcluster_251222
GQ303264.1	68323	66.38174553225123	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_129622	subcluster_163137
GQ153919.1	6407	40.799125955985645	Inoviridae	High-quality	Escherichia coli	virulent	cluster_269726	subcluster_338485
GU169904.1	147303	45.82730833723685	Caudovirales	High-quality	Staphylococcus aureus	virulent	cluster_24194	subcluster_30310
GQ478082.1	38989	33.978814537433635	Caudovirales	High-quality	Enterococcus faecalis	temperate	cluster_158421	subcluster_199473
GQ478083.1	38721	34.0228816404535	Caudovirales	High-quality	Enterococcus faecalis	temperate	cluster_67562	subcluster_85094
GQ478085.1	36826	34.573399228805734	Caudovirales	Medium-quality	Enterococcus faecalis	temperate	cluster_63261	subcluster_79723
GQ478087.1	40275	34.49782743637492	Caudovirales	High-quality	Enterococcus faecalis	temperate	cluster_229447	subcluster_288785
GU196281.1	43461	51.15160718805366	Caudovirales	High-quality	Escherichia coli	virulent	cluster_44535	subcluster_55891
GU247133.1	68569	66.45568697224692	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_193984	subcluster_244599
GU247134.1	68432	66.50251344400282	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_151337	subcluster_190635
HM137666.1	168920	35.290670139711104	Caudovirales	High-quality	Escherichia coli	virulent	cluster_273781	subcluster_343900
HM152765.1	47287	66.79425634952524	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_266978	subcluster_335060
HM152766.1	51436	63.873551598102495	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_87351	subcluster_110228
HQ641341.1	39042	42.76676399774602	Caudovirales	High-quality	Vibrio cholerae	virulent	cluster_161551	subcluster_203288
HQ641343.1	39349	42.80667869577372	Caudovirales	High-quality	Vibrio cholerae	virulent	cluster_64624	subcluster_81515
HQ641344.1	39088	42.85458452722063	Caudovirales	High-quality	Vibrio cholerae	virulent	cluster_64624	subcluster_81516
HQ641346.1	48626	42.4813885575618	Caudovirales	High-quality	Vibrio cholerae	virulent	cluster_186870	subcluster_235703
HQ641348.1	124497	37.09246005927854	Caudovirales	High-quality	Vibrio cholerae	virulent	cluster_177522	subcluster_224078
HQ641349.1	124497	37.09406652369133	Caudovirales	High-quality	Vibrio cholerae	virulent	cluster_177522	subcluster_224078
HQ641350.1	123097	37.07401480133553	Caudovirales	High-quality	Vibrio cholerae	virulent	cluster_167785	subcluster_211345
HQ641351.1	123104	37.076780608266176	Caudovirales	High-quality	Vibrio cholerae	virulent	cluster_167785	subcluster_211345
HQ641352.1	129373	37.102795792012245	Caudovirales	High-quality	Vibrio cholerae	virulent	cluster_24195	subcluster_30311
HQ641353.1	124826	37.06920032685498	Caudovirales	High-quality	Vibrio cholerae	virulent	cluster_158422	subcluster_199474
HQ641354.1	128083	37.16496334408157	Caudovirales	High-quality	Vibrio cholerae	virulent	cluster_67563	subcluster_85096
JF792674.1	51369	63.877046467714	Caudovirales	High-quality	Mycolicibacterium smegmatis MC2 155	temperate	cluster_87351	subcluster_110229
JF713456.1	81509	46.874578267430586	Caudovirales	High-quality	Vibrio harveyi	virulent	cluster_186871	subcluster_235704
JF767210.1	39594	30.19144314795171	Caudovirales	High-quality	Clostridium perfringens	temperate	cluster_24200	subcluster_30317
JF957056.1	68839	66.46958846002993	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_129622	subcluster_163134
JN006062.1	75706	62.853670779066384	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_253315	subcluster_318163
JN006063.1	68804	66.4568920411604	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_129622	subcluster_163129
JN083853.1	51241	59.95979781815343	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_272345	subcluster_342044
JF937092.1	51547	61.54577375986964	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_33714	subcluster_42353
JF937095.1	68193	66.47456483803323	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_27709	subcluster_34829
JF937096.1	76049	62.96203763363095	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_199318	subcluster_251198
JF937097.1	68675	66.44921732799418	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_129622	subcluster_163136
JF937107.1	64791	59.56691515796947	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_273768	subcluster_343887
JF937109.1	68719	66.48816193483607	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_199330	subcluster_251211
JN243856.1	51368	63.90554430774023	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_87351	subcluster_110229
JN391441.1	74675	63.00770003347841	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_129373	subcluster_162814
JF773396.1	38552	39.27422701805354	Caudovirales	High-quality	Candidatus Liberibacter asiaticus	virulent	cluster_141560	subcluster_178251
JN561150.1	51367	63.89121420367162	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_87351	subcluster_110229
JF314845.1	22162	50.79866438047108	Caudovirales	Low-quality	Cronobacter sakazakii	temperate	cluster_222385	subcluster_280162
JN618996.1	67169	68.90976492131787	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_159246	subcluster_200501
JN175269.1	26499	42.71104569983773	Caudovirales	Low-quality	Pseudomonas tolaasii	virulent	cluster_26164	subcluster_32904
JN638752.1	68600	66.41690962099125	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_27709	subcluster_34830
JN638753.1	68307	66.44414188882544	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_154692	subcluster_194631
JF461087.1	83331	38.932690115323226	Caudovirales	High-quality	Salmonella enterica	virulent	cluster_156812	subcluster_197297
JF719732.1	6407	40.39331980646168	Inoviridae	High-quality	Escherichia coli	virulent	cluster_269726	subcluster_338485
JF719733.1	6407	40.58061495239581	Inoviridae	High-quality	Escherichia coli	virulent	cluster_269726	subcluster_338485
JF719734.1	6407	40.5025753082566	Inoviridae	High-quality	Escherichia coli	virulent	cluster_269726	subcluster_338485
JN699625.1	155299	64.66622450885066	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_48789	subcluster_61309
JN698990.1	68839	66.5189790670986	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_198725	subcluster_250485
JN698991.1	67451	68.95524158277861	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_159246	subcluster_200498
JN699002.1	41901	66.56881697334192	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_129413	subcluster_162865
JN699004.1	67436	68.99282282460408	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_15401	subcluster_19294
JN699009.1	68992	66.51495825602969	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_193984	subcluster_244600
JN699010.1	68133	66.45531533911614	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_266980	subcluster_335062
JN699013.1	156758	64.75969328519119	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_150330	subcluster_189457
JN699014.1	65108	59.67776617312772	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_25767	subcluster_32398
JN699018.1	68633	67.47774394241837	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_31205	subcluster_39190
JN600672.1	74155	58.685186433821045	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_223458	subcluster_281404
HQ317385.1	168327	40.60608220903361	Caudovirales	High-quality	Synechococcus sp.	virulent	cluster_55568	subcluster_69983
JF974289.1	171211	40.63056696123496	Caudovirales	High-quality	Synechococcus sp.	virulent	cluster_55568	subcluster_69984
JN254801.1	44789	52.04402866775324	Caudovirales	High-quality	Pseudomonas aeruginosa	virulent	cluster_262131	subcluster_328975
JQ740805.1	31772	34.64371144403878	Caudovirales	High-quality	Lactococcus lactis	virulent	cluster_156813	subcluster_197300
JQ740807.1	30876	34.855551237206896	Caudovirales	High-quality	Lactococcus lactis	virulent	cluster_156813	subcluster_197298
JQ740790.1	33178	34.65850865031045	Caudovirales	High-quality	Lactococcus lactis	virulent	cluster_156813	subcluster_197299
JQ740791.1	32581	34.52318836131488	Caudovirales	High-quality	Lactococcus lactis	virulent	cluster_172941	subcluster_218419
JQ740792.1	32546	34.753886806366374	Caudovirales	High-quality	Lactococcus lactis	virulent	cluster_156813	subcluster_197299
JQ740793.1	32277	34.51683861573257	Caudovirales	High-quality	Lactococcus lactis	virulent	cluster_151340	subcluster_190640
JQ740794.1	32275	34.52827265685515	Caudovirales	High-quality	Lactococcus lactis	virulent	cluster_151340	subcluster_190640
JQ740795.1	32545	34.73037332923644	Caudovirales	High-quality	Lactococcus lactis	virulent	cluster_156813	subcluster_197299
JQ740796.1	32052	34.76850118557344	Caudovirales	High-quality	Lactococcus lactis	virulent	cluster_39608	subcluster_49774
JQ740797.1	32048	34.7790813779331	Caudovirales	High-quality	Lactococcus lactis	virulent	cluster_39608	subcluster_49774
JQ740798.1	32276	34.5241045978436	Caudovirales	High-quality	Lactococcus lactis	virulent	cluster_151340	subcluster_190640
JQ740799.1	32239	34.49858866590155	Caudovirales	High-quality	Lactococcus lactis	virulent	cluster_151340	subcluster_190641
JQ740800.1	32241	34.49644862132068	Caudovirales	High-quality	Lactococcus lactis	virulent	cluster_151340	subcluster_190641
JQ740801.1	32180	34.48415164698571	Caudovirales	High-quality	Lactococcus lactis	virulent	cluster_151340	subcluster_190641
JQ740802.1	32583	34.5272074394623	Caudovirales	High-quality	Lactococcus lactis	virulent	cluster_172941	subcluster_218419
JQ740803.1	32242	34.461261708330746	Caudovirales	High-quality	Lactococcus lactis	virulent	cluster_151340	subcluster_190642
JQ740806.1	32242	34.45195707462317	Caudovirales	High-quality	Lactococcus lactis	virulent	cluster_151340	subcluster_190642
JQ740808.1	31774	34.63523635676969	Caudovirales	High-quality	Lactococcus lactis	virulent	cluster_156813	subcluster_197300
JQ740809.1	32275	34.54066615027111	Caudovirales	High-quality	Lactococcus lactis	virulent	cluster_151340	subcluster_190640
JQ740810.1	32249	34.48168935470867	Caudovirales	High-quality	Lactococcus lactis	virulent	cluster_151340	subcluster_190641
JQ740811.1	32345	34.54629772762405	Caudovirales	High-quality	Lactococcus lactis	virulent	cluster_151340	subcluster_190643
JQ740812.1	31773	34.64576841972744	Caudovirales	High-quality	Lactococcus lactis	virulent	cluster_156813	subcluster_197300
JQ740814.1	32275	34.537567776917115	Caudovirales	High-quality	Lactococcus lactis	virulent	cluster_172941	subcluster_218418
JQ780163.1	39481	42.61796813657202	Caudovirales	High-quality	Vibrio cholerae	virulent	cluster_113220	subcluster_142772
JQ691610.1	38689	50.151205769081656	Caudovirales	High-quality	Salmonella enterica	temperate	cluster_22530	subcluster_28225
JN603369.1	18338	27.047660595484786	Lavidaviridae	High-quality	Acanthamoeba polyphaga	virulent	cluster_26148	subcluster_32887
JN603370.1	18338	27.03675428072854	Lavidaviridae	High-quality	Acanthamoeba polyphaga	virulent	cluster_26148	subcluster_32887
JQ067083.1	66450	55.07298720842739	Caudovirales	High-quality	Pseudomonas aeruginosa	virulent	cluster_254357	subcluster_319453
JQ965701.1	38284	48.33873158499634	Caudovirales	High-quality	Yersinia pestis	virulent	cluster_266984	subcluster_335066
JQ965702.1	39415	47.238361030064695	Caudovirales	High-quality	Yersinia pestis	virulent	cluster_68530	subcluster_86653
JN255163.1	34719	41.56801751202512	Caudovirales	High-quality	Mannheimia haemolytica	temperate	cluster_87303	subcluster_110174
JQ911768.1	154466	64.76182460865174	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_79161	subcluster_99556
JQ809701.1	51370	63.914736227370064	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_87351	subcluster_110229
JX006077.1	94870	65.88067882365341	Caudovirales	Complete	Saccharomonospora sp.	temperate	cluster_223459	subcluster_281408
JN849462.1	246421	42.5548147276409	Caudovirales	High-quality	Vibrio parahaemolyticus	virulent	cluster_55569	subcluster_69985
JX042578.1	51505	59.78448694301524	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_72921	subcluster_91988
JX403939.1	49381	62.16156011421396	Caudovirales	High-quality	Pseudomonas aeruginosa	temperate	cluster_233191	subcluster_293514
JX409894.1	41660	36.72587614018243	Caudovirales	High-quality	Streptococcus agalactiae	temperate	cluster_254358	subcluster_319454
JX409895.1	43028	36.80626568745933	Caudovirales	High-quality	Streptococcus agalactiae	temperate	cluster_247848	subcluster_311360
JX274647.1	42902	34.53918232250245	Caudovirales	High-quality	Staphylococcus aureus	temperate	cluster_110862	subcluster_139763
JX307703.1	51377	63.89824240418864	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_87351	subcluster_110229
JX507079.1	59363	65.47175850277108	Caudovirales	High-quality	Acidithiobacillus caldus	temperate	cluster_177525	subcluster_224081
JX681814.1	37637	64.82185083827086	Caudovirales	High-quality	Burkholderia pseudomallei	temperate	cluster_158437	subcluster_199494
JX000007.1	37260	48.36017176596887	Caudovirales	High-quality	Yersinia pestis	virulent	cluster_266984	subcluster_335066
JX649096.1	68884	66.51472039951223	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_113251	subcluster_142810
JX649098.1	69321	66.5613594725985	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_48793	subcluster_61313
JX649099.1	68004	66.48579495323804	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_212917	subcluster_267852
JX649100.1	68910	66.52300101581773	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_113251	subcluster_142809
KC237308.1	5475	45.38812785388128	Microviridae	High-quality	Escherichia coli	virulent	cluster_277505	subcluster_348633
JQ957925.1	37432	48.30091899978628	Caudovirales	Complete	Yersinia pestis	virulent	cluster_266984	subcluster_335066
JX483875.1	45912	49.342219898937095	Caudovirales	High-quality	Rhizobium etli	virulent	cluster_150334	subcluster_189461
JX483877.1	50426	56.44310474755086	Caudovirales	High-quality	Rhizobium etli	virulent	cluster_110392	subcluster_139093
KC330681.1	49362	41.90065232364977	Caudovirales	Complete	Bacillus pumilus	virulent	cluster_158428	subcluster_199481
KC413987.1	35598	41.5613236698691	Caudovirales	High-quality	Streptococcus suis	temperate	cluster_67567	subcluster_85100
KC413988.1	38940	39.943502824858754	Caudovirales	High-quality	Streptococcus suis	temperate	cluster_63267	subcluster_79729
KC348598.1	33516	41.71738870986992	Caudovirales	High-quality	Streptococcus suis	temperate	cluster_45829	subcluster_57618
KC348599.1	42703	40.59433763435824	Caudovirales	High-quality	Streptococcus suis	temperate	cluster_229454	subcluster_288796
KC348600.1	38539	40.85471859674615	Caudovirales	High-quality	Streptococcus suis	temperate	cluster_64629	subcluster_81521
KC348601.1	36128	41.34466341895482	Caudovirales	High-quality	Streptococcus suis	temperate	cluster_273773	subcluster_343892
KC348602.1	34367	41.51366136118951	Caudovirales	High-quality	Streptococcus suis	temperate	cluster_223463	subcluster_281412
KC348603.1	49973	40.82604606487503	Caudovirales	Medium-quality	Streptococcus suis	virulent	cluster_141565	subcluster_178257
KC348604.1	35373	41.79741610833121	Caudovirales	Medium-quality	Streptococcus suis	temperate	cluster_222391	subcluster_280173
KC139514.1	59815	56.55270417119451	Caudovirales	Medium-quality	Salmonella enterica	virulent	cluster_241283	subcluster_303355
KC139515.1	59245	56.534728669086	Caudovirales	Medium-quality	Salmonella enterica	virulent	cluster_37896	subcluster_47733
HQ634152.1	47039	39.18663236888539	Caudovirales	High-quality	Prochlorococcus marinus	virulent	cluster_26041	subcluster_32751
HQ316603.1	182368	39.40329443762064	Caudovirales	High-quality	Synechococcus sp.	virulent	cluster_31211	subcluster_39196
HQ317290.1	175430	42.16724619506356	Caudovirales	High-quality	Synechococcus sp.	virulent	cluster_277506	subcluster_348637
HQ317291.1	175419	42.16133942161339	Caudovirales	High-quality	Synechococcus sp.	virulent	cluster_277506	subcluster_348637
HQ317391.1	232883	39.12694357252354	Caudovirales	High-quality	Synechococcus sp.	virulent	cluster_266985	subcluster_335067
HQ634176.1	178750	36.74685314685315	Caudovirales	Complete	Prochlorococcus marinus str. NATL2A	virulent	cluster_25772	subcluster_32404
HQ634190.1	175596	41.27087177384451	Caudovirales	Complete	Synechococcus sp. WH 8012	virulent	cluster_172945	subcluster_218423
HQ634191.1	177103	40.60687848314258	Caudovirales	High-quality	Synechococcus sp. WH 8017	virulent	cluster_113224	subcluster_142777
JF974292.1	179980	41.09567729747749	Caudovirales	Complete	Synechococcus sp.	virulent	cluster_233884	subcluster_294318
JF974293.1	171744	40.63722750139743	Caudovirales	High-quality	Synechococcus sp.	virulent	cluster_233195	subcluster_293518
KC182543.1	29247	34.97794645604678	Caudovirales	High-quality	Lactococcus lactis	virulent	cluster_247851	subcluster_311365
KC182548.1	30796	34.147291856085204	Caudovirales	High-quality	Lactococcus lactis	virulent	cluster_55623	subcluster_70045
JX570703.1	29503	53.9945090329797	Caudovirales	High-quality	Propionibacterium acnes	virulent	cluster_68534	subcluster_86657
JX570707.1	29451	53.82160198295474	Caudovirales	High-quality	Propionibacterium acnes	virulent	cluster_186878	subcluster_235711
JX570708.1	29453	53.81794723797236	Caudovirales	High-quality	Propionibacterium acnes	virulent	cluster_186878	subcluster_235711
JX570711.1	29512	53.99159663865546	Caudovirales	High-quality	Propionibacterium acnes	virulent	cluster_68534	subcluster_86657
KC787107.1	39318	66.76331451243705	Caudovirales	High-quality	Mycobacterium tuberculosis; Mycobacterium smegmatis	temperate	cluster_129413	subcluster_162879
KC787108.1	39520	66.82692307692307	Caudovirales	High-quality	Mycobacterium tuberculosis	temperate	cluster_129413	subcluster_162879
KC661271.1	51373	63.9168434780916	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_87351	subcluster_110229
KC661272.1	50891	64.19799178636694	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_269773	subcluster_338543
KC661274.1	67702	66.52092995775605	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_22559	subcluster_28258
KC661276.1	76653	58.93180958344748	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_223465	subcluster_281415
KC691254.1	76652	58.931273808902574	Caudovirales	High-quality	Mycolicibacterium smegmatis MC2 155	temperate	cluster_223465	subcluster_281415
KF005318.1	101724	43.15304156344619	Caudovirales	Complete	Alteromonas macleodii	virulent	cluster_141567	subcluster_178259
KF005319.1	100619	43.190649877259766	Caudovirales	Complete	Alteromonas macleodii	virulent	cluster_141567	subcluster_178260
KF005320.1	104036	43.211003883271175	Caudovirales	Complete	Alteromonas macleodii	virulent	cluster_26043	subcluster_32754
HQ632825.1	252013	35.52515148028078	Caudovirales	Complete	Parasynechococcus marenigrum WH 8102	virulent	cluster_224104	subcluster_282141
KC969441.1	42519	62.13692702086127	Caudovirales	Complete	Pseudomonas aeruginosa	virulent	cluster_217423	subcluster_273875
KC821610.1	54015	33.47033231509766	Caudovirales	High-quality	Cellulophaga baltica	virulent	cluster_277507	subcluster_348641
KC821612.1	72529	38.05512277847482	Caudovirales	High-quality	Cellulophaga baltica	virulent	cluster_26044	subcluster_32755
KC821615.1	39151	36.58399530024776	Caudovirales	High-quality	Cellulophaga baltica	virulent	cluster_277511	subcluster_348645
