Phage_ID	Length	GC_content	Taxonomy	Completeness	Host	Lifestyle	Cluster	Subcluster
NC_000871.1	37370	38.27401659084828	Caudovirales	High-quality	Streptococcus thermophilus	temperate	cluster_277493	subcluster_348619
NC_000872.1	40739	37.565968727754736	Caudovirales	High-quality	Streptococcus thermophilus	temperate	cluster_266971	subcluster_335051
NC_000896.1	43785	35.57154276578737	Caudovirales	High-quality	Lactobacillus gasseri	temperate	cluster_119445	subcluster_150450
NC_000902.1	60942	49.91303206327328	Caudovirales	High-quality	Escherichia coli	temperate	cluster_152435	subcluster_191867
NC_000929.1	36717	52.05490644660512	Caudovirales	High-quality	Escherichia coli	temperate	cluster_272608	subcluster_342460
NC_000935.1	36524	43.88621180593582	Caudovirales	High-quality	Bacteria	temperate	cluster_250816	subcluster_315179
NC_001271.1	39600	50.63131313131313	Caudovirales	Complete	Yersinia enterocolitica	virulent	cluster_217904	subcluster_274571
NC_001317.1	30624	53.085815047021946	Caudovirales	High-quality	Escherichia coli	temperate	cluster_110872	subcluster_139775
NC_002166.1	40751	49.48344825893843	Caudovirales	High-quality	Escherichia coli	temperate	cluster_217467	subcluster_273920
NC_002167.1	39732	49.786066646531765	Caudovirales	High-quality	Escherichia coli	temperate	cluster_27669	subcluster_34773
NC_002185.1	35466	38.72723171488186	Caudovirales	High-quality	Streptococcus thermophilus	temperate	cluster_59785	subcluster_75452
NC_002194.1	4563	40.93797939951786	Microviridae	High-quality	Chlamydia psittaci	virulent	cluster_152500	subcluster_191946
NC_002214.1	39807	38.55603285854247	Caudovirales	High-quality	Streptococcus thermophilus	temperate	cluster_161265	subcluster_202976
NC_002321.1	41401	33.55474505446728	Caudovirales	High-quality	Staphylococcus aureus	temperate	cluster_159203	subcluster_200446
NC_002362.1	8784	45.16165755919855	Inoviridae	Low-quality	Vibrio parahaemolyticus	virulent	cluster_174547	subcluster_220302
NC_002363.1	6891	47.23552459730082	Inoviridae	Low-quality	Vibrio parahaemolyticus	virulent	cluster_174547	subcluster_220301
NC_002486.1	45636	33.47576474712946	Caudovirales	High-quality	Staphylococcus aureus	temperate	cluster_22568	subcluster_28270
NC_002180.1	4532	40.62224183583407	Microviridae	High-quality	Chlamydia pneumoniae AR39	virulent	cluster_152500	subcluster_191944
NC_002515.1	11660	26.79245283018868	Caudovirales	Low-quality	Mycoplasmopsis pulmonis	temperate	cluster_25758	subcluster_32389
NC_002519.1	39898	46.16020853175598	Caudovirales	High-quality	Roseobacter	virulent	cluster_172931	subcluster_218407
NC_002643.1	4594	46.10361340879408	Microviridae	High-quality	Bdellovibrio bacteriovorus	virulent	cluster_128932	subcluster_162296
NC_002649.1	21129	34.65379336457002		High-quality	Bacillus sp.	virulent	cluster_233870	subcluster_294304
NC_002656.1	50550	63.649851632047486	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_8045	subcluster_10001
NC_002670.1	14510	34.23845623707788	Caudovirales	Medium-quality	Lactococcus lactis	temperate	cluster_203471	subcluster_256165
NC_002666.1	35538	35.18768642016996	Caudovirales	High-quality	Lactococcus lactis	temperate	cluster_10719	subcluster_13308
NC_002667.1	41834	35.32294306066836	Caudovirales	High-quality	Lactococcus lactis	temperate	cluster_262118	subcluster_328960
NC_002668.1	36949	35.678908766137106	Caudovirales	Complete	Lactococcus lactis	temperate	cluster_11061	subcluster_13726
NC_002669.1	14957	35.87617837801698	Caudovirales	Complete	Lactococcus lactis	temperate	cluster_120225	subcluster_151477
NC_002671.1	15179	33.03906713222215	Caudovirales	Low-quality	Lactococcus lactis	temperate	cluster_77990	subcluster_98154
NC_002703.1	38347	36.22186872506324	Caudovirales	High-quality	Lactococcus lactis	temperate	cluster_233181	subcluster_293504
NC_002730.1	38297	46.68773010940805	Caudovirales	High-quality	Escherichia coli	temperate	cluster_254346	subcluster_319441
NC_002747.1	37667	35.378447978336474	Caudovirales	High-quality	Lactococcus lactis	temperate	cluster_247841	subcluster_311353
NC_002796.1	40003	34.97487688423368	Caudovirales	High-quality	Lactococcus lactis	temperate	cluster_44529	subcluster_55884
NC_003085.1	49534	67.74538700690435	Caudovirales	High-quality	Myxococcus xanthus	temperate	cluster_22521	subcluster_28214
NC_003216.1	40834	36.10716559729637	Caudovirales	High-quality	Listeria monocytogenes	temperate	cluster_110381	subcluster_139082
NC_003278.1	35580	62.62225969645869	Caudovirales	Complete	Pseudomonas aeruginosa	temperate	cluster_68522	subcluster_86642
NC_003288.1	43081	35.43093242960934	Caudovirales	High-quality	Staphylococcus aureus	temperate	cluster_179408	subcluster_226440
NC_003298.1	38208	49.90054438860972	Caudovirales	Complete	Escherichia coli	virulent	cluster_113265	subcluster_142824
NC_003299.1	7051	54.02070628279677		Not-determined	Pseudomonas syringae	virulent	cluster_33705	subcluster_42338
NC_003300.1	4741	55.262602826407935		Not-determined	Pseudomonas syringae	virulent	cluster_72915	subcluster_91981
NC_003301.1	3192	54.44862155388471	Caudovirales	Low-quality	Pseudomonas syringae	virulent	cluster_277674	subcluster_348843
NC_003313.1	33106	48.89748081918685	Caudovirales	High-quality	Vibrio cholerae	temperate	cluster_186863	subcluster_235695
NC_003309.1	53373	61.19198845858392	Caudovirales	High-quality	Burkholderia thailandensis	temperate	cluster_223350	subcluster_281277
NC_003315.1	31508	39.93588929795608	Caudovirales	High-quality	Haemophilus influenzae	temperate	cluster_177514	subcluster_224069
NC_003324.1	57416	61.486345269611256	Caudovirales	High-quality	Sinorhizobium meliloti	temperate	cluster_17497	subcluster_21965
NC_003356.1	42575	49.35055783910746	Caudovirales	High-quality	Escherichia coli	temperate	cluster_223543	subcluster_281501
NC_003387.1	52797	68.11371858249522	Caudovirales	High-quality	Mycobacterium avium	temperate	cluster_223542	subcluster_281500
NC_003438.1	4421	32.05157204252432	Microviridae	Medium-quality	Spiroplasma melliferum	virulent	cluster_187105	subcluster_236023
NC_003444.1	37074	50.76873280466094	Caudovirales	Medium-quality	Shigella flexneri	temperate	cluster_24187	subcluster_30302
NC_003460.1	5804	64.28325292901448	Inoviridae	Not-determined	Propionibacterium freudenreichii	virulent	cluster_250817	subcluster_315180
NC_003524.1	33507	28.3821291073507	Caudovirales	High-quality	Clostridium perfringens	temperate	cluster_217905	subcluster_274572
NC_003714.1	2948	55.15603799185889	Riboviria	Low-quality	Pseudomonas savastanoi pv. phaseolicola	virulent	cluster_63298	subcluster_79764
NC_003715.1	6374	55.52243489174773	Riboviria	Low-quality	Pseudomonas savastanoi pv. phaseolicola	virulent	cluster_224183	subcluster_282232
NC_003716.1	4063	56.756091557962094	Riboviria	Low-quality	Pseudomonas savastanoi pv. phaseolicola	virulent	cluster_63255	subcluster_79717
NC_003793.1	7768	23.159114315139032		High-quality	Spiroplasma citri	virulent	cluster_229442	subcluster_288780
NC_004066.1	36798	35.836186749279854	Caudovirales	High-quality	Lactococcus lactis	temperate	cluster_64618	subcluster_81507
NC_004084.1	58498	61.88758590037266	Caudovirales	High-quality	Natrialba magadii	temperate	cluster_92807	subcluster_116817
NC_004112.1	43411	44.889544124761	Caudovirales	High-quality	Lactobacillus casei	temperate	cluster_273760	subcluster_343879
NC_004167.1	39325	42.69040050858233	Caudovirales	High-quality	Bacillus subtilis	temperate	cluster_159166	subcluster_200407
NC_004165.1	18630	37.65968867418143	Caudovirales	High-quality	Bacillus subtilis	virulent	cluster_141555	subcluster_178246
NC_004170.1	2981	56.18919825561892	Riboviria	Low-quality	Pseudomonas syringae	virulent	cluster_268433	subcluster_336930
NC_004171.1	4213	57.86850225492523	Riboviria	Low-quality	Pseudomonas syringae	virulent	cluster_228689	subcluster_287852
NC_004172.1	6458	58.361721895323626	Riboviria	Low-quality	Pseudomonas syringae	virulent	cluster_222377	subcluster_280154
NC_004173.1	6751	54.11050214782996	Riboviria	Medium-quality	Pseudomonas syringae	virulent	cluster_79114	subcluster_99505
NC_004174.1	2322	56.97674418604651	Riboviria	Low-quality	Pseudomonas syringae	virulent	cluster_64214	subcluster_80980
NC_004175.1	4100	56.024390243902445	Riboviria	Low-quality	Pseudomonas syringae	virulent	cluster_110873	subcluster_139776
NC_004301.1	4276	50.25724976613658	Riboviria	High-quality	Escherichia coli	virulent	cluster_39628	subcluster_49797
NC_004302.1	33350	35.46026986506747	Caudovirales	High-quality	Lactococcus	temperate	cluster_159202	subcluster_200445
NC_004305.1	42259	43.06064980240896	Caudovirales	High-quality	Lactobacillus	temperate	cluster_174546	subcluster_220300
NC_004306.1	6340	43.42271293375394	Inoviridae	Medium-quality	Vibrio cholerae	virulent	cluster_26143	subcluster_32882
NC_004303.1	43075	38.26117237376669	Caudovirales	High-quality	Streptococcus thermophilus	temperate	cluster_228688	subcluster_287851
NC_004313.1	40149	51.01496923958256	Caudovirales	Medium-quality	Salmonella enterica	temperate	cluster_27670	subcluster_34774
NC_004348.1	40679	47.52329211632538	Caudovirales	High-quality	Salmonella enterica	temperate	cluster_248795	subcluster_312549
NC_003327.2	6882	43.72275501307759	Inoviridae	High-quality	Vibrio cholerae	virulent	cluster_119446	subcluster_150451
NC_003050.2	40248	38.41184655138144	Caudovirales	High-quality	Streptococcus pneumoniae	temperate	cluster_217468	subcluster_273921
NC_003907.2	46012	49.51969051551769	Caudovirales	Complete	Vibrio parahaemolyticus	virulent	cluster_224184	subcluster_282234
NC_004456.1	43198	50.61808417056345	Caudovirales	High-quality	Vibrio harveyi	temperate	cluster_31201	subcluster_39186
NC_002700.2	4268	43.86129334582943	Riboviria	High-quality	Acinetobacter	virulent	cluster_79804	subcluster_100342
NC_004584.1	39538	37.80160857908847	Caudovirales	High-quality	Streptococcus pyogenes	temperate	cluster_86489	subcluster_108884
NC_004585.1	41072	38.254772107518505	Caudovirales	High-quality	Streptococcus pyogenes	temperate	cluster_151333	subcluster_190631
NC_004586.1	34419	38.02550916644877	Caudovirales	High-quality	Streptococcus pyogenes	temperate	cluster_23497	subcluster_29473
NC_004587.1	41796	38.57306919322423	Caudovirales	High-quality	Streptococcus pyogenes	temperate	cluster_279823	subcluster_351519
NC_004588.1	38206	38.083023608857246	Caudovirales	High-quality	Streptococcus pyogenes	temperate	cluster_48782	subcluster_61302
NC_004589.1	40014	39.71360023991603	Caudovirales	High-quality	Streptococcus pyogenes	temperate	cluster_39599	subcluster_49762
NC_004615.1	43604	34.49683515273828	Caudovirales	High-quality	Staphylococcus aureus	temperate	cluster_14859	subcluster_18473
NC_004616.1	44970	33.34667556148543	Caudovirales	High-quality	Staphylococcus aureus	temperate	cluster_96225	subcluster_121197
NC_004617.1	42722	33.47221572023782	Caudovirales	High-quality	Staphylococcus aureus	temperate	cluster_22487	subcluster_28177
NC_004629.1	280334	36.8332061041472	Caudovirales	High-quality	Pseudomonas aeruginosa	virulent	cluster_152499	subcluster_191941
NC_002072.2	34815	39.07223897745224	Caudovirales	High-quality	Streptococcus thermophilus	temperate	cluster_277494	subcluster_348620
NC_000866.4	168903	35.29777446226532	Caudovirales	High-quality	Escherichia coli	virulent	cluster_273781	subcluster_343900
NC_004665.1	37359	57.41588372279772	Caudovirales	Complete	Pseudomonas putida	virulent	cluster_266972	subcluster_335053
NC_004678.1	16784	29.62345090562441		Complete	Staphylococcus aureus	virulent	cluster_150323	subcluster_189448
NC_004679.1	18227	29.324628298677784		Complete	Staphylococcus aureus	virulent	cluster_150323	subcluster_189450
NC_004680.1	59471	61.3038287568731	Caudovirales	High-quality	Mycolicibacterium smegmatis	temperate	cluster_159250	subcluster_200508
NC_004681.1	75931	63.11519669173329	Caudovirales	High-quality	Mycolicibacterium smegmatis	temperate	cluster_177124	subcluster_223571
NC_004683.1	57050	65.37773882559159	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_25759	subcluster_32390
NC_004684.1	67480	68.95672791938352	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_159246	subcluster_200498
NC_004685.1	69777	65.3840090574258	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_128933	subcluster_162297
NC_004687.1	156102	64.76982998295986	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_233871	subcluster_294305
NC_004688.1	110865	61.37464483831687	Caudovirales	High-quality	Mycobacterium smegmatis	temperate	cluster_233182	subcluster_293505
NC_004689.1	70797	57.31316298713223	Caudovirales	High-quality	Mycobacterium smegmatis	virulent	cluster_254347	subcluster_319442
NC_003291.2	37618	34.725397416130576	Caudovirales	High-quality	Listeria monocytogenes	temperate	cluster_87301	subcluster_110170
NC_004735.1	129908	42.49391877328571	Caudovirales	High-quality	Rhodothermus marinus	virulent	cluster_247842	subcluster_311354
NC_004736.1	7542	43.37045876425351	Inoviridae	High-quality	Vibrio cholerae	virulent	cluster_68523	subcluster_86644
NC_004740.1	44082	32.77755092781634	Caudovirales	High-quality	Staphylococcus aureus	temperate	cluster_77375	subcluster_97337
NC_004745.1	30728	52.10557146576412	Caudovirales	High-quality	Yersinia pestis	temperate	cluster_186864	subcluster_235697
NC_004746.1	36596	35.3672532517215	Caudovirales	High-quality	Lactococcus lactis	virulent	cluster_177515	subcluster_224071
NC_004777.1	37555	48.31580348821728	Caudovirales	Complete	Yersinia pestis	virulent	cluster_266984	subcluster_335066
NC_004813.1	57930	50.607629898152936	Caudovirales	High-quality	Escherichia coli	temperate	cluster_22522	subcluster_28215
NC_004814.1	16687	34.625756576976094	Caudovirales	Complete	Streptococcus sp.	virulent	cluster_187106	subcluster_236024
NC_004820.1	61395	37.68873686782312	Caudovirales	High-quality	Bacillus cereus	temperate	cluster_109496	subcluster_137919
NC_004821.1	38472	34.723955084217096	Caudovirales	High-quality	Bacillus cereus	temperate	cluster_232606	subcluster_292803
NC_004827.1	43033	42.45578974275556	Caudovirales	High-quality	Actinobacillus actinomycetemcomitans	temperate	cluster_24188	subcluster_30303
NC_004831.2	43769	47.22748977586876	Caudovirales	Complete	Salmonella enterica	virulent	cluster_10720	subcluster_13309
NC_004902.1	44373	52.03840173078223	Caudovirales	High-quality	Xanthomonas oryzae	virulent	cluster_158415	subcluster_199463
NC_004928.1	167560	37.65576509906899	Caudovirales	High-quality	Escherichia coli	virulent	cluster_67556	subcluster_85086
NC_004996.1	34692	39.15023636573273	Caudovirales	High-quality	Streptococcus mitis	temperate	cluster_63256	subcluster_79718
NC_005045.1	42519	62.296855523413065	Caudovirales	Complete	Pseudomonas aeruginosa	virulent	cluster_217423	subcluster_273875
NC_005056.1	32684	51.72255537877861	Caudovirales	High-quality	Escherichia coli	temperate	cluster_221053	subcluster_278550
NC_005066.1	164018	40.44190271799437	Caudovirales	High-quality	Escherichia coli	virulent	cluster_215732	subcluster_271769
NC_005069.1	46339	44.57368523274132	Caudovirales	Medium-quality	Yersinia enterocolitica	temperate	cluster_141556	subcluster_178247
NC_005135.1	173591	43.88073114389571	Caudovirales	High-quality	Aeromonas salmonicida	virulent	cluster_222378	subcluster_280155
NC_005178.1	37611	64.34021961660153	Caudovirales	High-quality	Pseudomonas aeruginosa	temperate	cluster_26030	subcluster_32739
NC_005259.1	68999	66.50241307845042	Caudovirales	High-quality	Mycobacterium	virulent	cluster_48793	subcluster_61315
NC_005260.1	233234	42.7789258855913	Caudovirales	High-quality	Aeromonas hydrophila	virulent	cluster_26144	subcluster_32883
NC_005258.1	14935	39.71878138600602		High-quality	Bacillus thuringiensis	temperate	cluster_26036	subcluster_32746
NC_005282.1	86155	39.00644187801056	Caudovirales	High-quality	Salmonella	virulent	cluster_55561	subcluster_69976
NC_005284.1	54865	60.68349585345849	Caudovirales	High-quality	Burkholderia pseudomallei	temperate	cluster_31202	subcluster_39187
NC_005294.1	42935	39.64131827180622	Caudovirales	Complete	Streptococcus pneumoniae	temperate	cluster_6630	subcluster_8075
NC_004466.2	45503	52.22732567083489	Caudovirales	High-quality	Pseudomonas aeruginosa	virulent	cluster_262131	subcluster_328976
NC_004664.2	41831	62.76206641007865	Caudovirales	High-quality	Streptomyces lividans	virulent	cluster_79805	subcluster_100343
NC_005344.1	39043	47.46817611351587	Caudovirales	High-quality	Shigella flexneri	temperate	cluster_277675	subcluster_348844
NC_005340.1	30636	52.82673978326152	Caudovirales	High-quality	Salmonella	temperate	cluster_159204	subcluster_200447
NC_005355.1	40190	35.14058223438666	Caudovirales	High-quality	Lactobacillus johnsonii	temperate	cluster_21644	subcluster_27151
NC_005354.1	38384	34.69674864526886	Caudovirales	High-quality	Lactobacillus johnsonii	temperate	cluster_151334	subcluster_190632
NC_005357.1	42493	65.40842021038759	Caudovirales	High-quality	Bordetella bronchiseptica	temperate	cluster_39600	subcluster_49765
NC_005356.1	41708	33.533135129951084	Caudovirales	High-quality	Staphylococcus aureus	temperate	cluster_8046	subcluster_10002
NC_001270.2	6825	22.65201465201465		Not-determined	Spiroplasma	virulent	cluster_277495	subcluster_348621
NC_005822.1	32172	35.50913838120104	Caudovirales	High-quality	Lactococcus lactis	temperate	cluster_266973	subcluster_335054
NC_005833.1	48836	45.55246129904169	Caudovirales	High-quality	Escherichia coli	virulent	cluster_174548	subcluster_220303
NC_005841.1	41391	47.43060085525839	Caudovirales	High-quality	Salmonella enterica	temperate	cluster_36689	subcluster_46174
NC_005856.1	94800	47.31118143459916	Caudovirales	High-quality	Escherichia coli	temperate	cluster_25760	subcluster_32391
NC_005859.1	121750	39.26981519507186	Caudovirales	Complete	Escherichia coli	virulent	cluster_172932	subcluster_218408
NC_005857.1	51601	51.48543632875332	Caudovirales	High-quality	Klebsiella oxytoca	temperate	cluster_228690	subcluster_287853
NC_002661.2	42942	33.312374831167624	Caudovirales	Complete	Staphylococcus aureus	temperate	cluster_128934	subcluster_162298
NC_008355.1	4554	41.04084321475626	Microviridae	High-quality	Chlamydia pecorum	virulent	cluster_152500	subcluster_191945
NC_005263.2	48177	63.64032629678063	Caudovirales	High-quality	Burkholderia cenocepacia	virulent	cluster_233183	subcluster_293506
NC_004333.2	48247	63.33036250958609	Caudovirales	High-quality	Burkholderia cepacia	virulent	cluster_254348	subcluster_319443
NC_005342.2	48024	63.43494919207063	Caudovirales	High-quality	Burkholderia cepacia	virulent	cluster_247843	subcluster_311355
NC_005879.1	39853	50.5583017589642	Caudovirales	High-quality	Vibrio cholerae	temperate	cluster_25783	subcluster_32416
NC_005891.1	39786	50.48509525963907	Caudovirales	High-quality	Vibrio cholerae	temperate	cluster_159231	subcluster_200479
NC_005882.1	36748	62.860563840209	Caudovirales	High-quality	Burkholderia cenocepacia	temperate	cluster_186865	subcluster_235698
NC_005884.1	43783	45.364639243542015	Caudovirales	High-quality	Pseudomonas aeruginosa	virulent	cluster_177516	subcluster_224072
NC_005887.1	42415	65.19391724625721	Caudovirales	High-quality	Burkholderia cepacia	temperate	cluster_187107	subcluster_236025
NC_005893.1	39166	44.59224837869581	Caudovirales	High-quality	Lactobacillus casei	temperate	cluster_44530	subcluster_55885
NC_005885.1	58638	70.38780313107542	Caudovirales	High-quality	Actinoplanes sp.	virulent	cluster_24189	subcluster_30304
NC_005948.1	7965	45.66227244193346	Inoviridae	Low-quality	Vibrio parahaemolyticus	virulent	cluster_17496	subcluster_21964
NC_005949.1	7965	45.67482736974263	Inoviridae	Low-quality	Vibrio parahaemolyticus	virulent	cluster_17496	subcluster_21964
NC_002371.2	41724	47.09040360464002	Caudovirales	High-quality	Salmonella enterica	temperate	cluster_59786	subcluster_75453
NC_006294.1	7107	44.37878148304489	Inoviridae	High-quality	Vibrio cholerae	virulent	cluster_79115	subcluster_99506
NC_005345.2	49220	71.13774888256806	Caudovirales	High-quality	Streptomyces venezuelae	temperate	cluster_158416	subcluster_199464
NC_006548.1	38439	63.15981164962668	Caudovirales	High-quality	Pseudomonas aeruginosa	temperate	cluster_161266	subcluster_202977
NC_006552.1	65195	63.1720223943554	Caudovirales	High-quality	Pseudomonas aeruginosa	temperate	cluster_64215	subcluster_80981
NC_006565.1	131522	37.32075242164809	Caudovirales	High-quality	Lactiplantibacillus plantarum	virulent	cluster_17498	subcluster_21966
NC_006557.1	41092	41.740484765891175	Caudovirales	High-quality	Bacillus clarkii	temperate	cluster_223351	subcluster_281278
NC_003287.2	6407	40.73669424067427	Inoviridae	High-quality	Escherichia coli	virulent	cluster_269726	subcluster_338485
NC_006820.1	196280	37.8204605665376	Caudovirales	High-quality	Synechococcus sp.	virulent	cluster_67557	subcluster_85087
NC_006936.1	36674	39.35485630146698	Caudovirales	High-quality	Lactiplantibacillus plantarum	virulent	cluster_138009	subcluster_173893
NC_006938.1	63649	62.12195006991469	Caudovirales	High-quality	Alphaproteobacteria	temperate	cluster_229443	subcluster_288781
NC_006945.1	14844	40.070061977903535		High-quality	Bacillus thuringiensis	temperate	cluster_223544	subcluster_281503
NC_006949.1	46900	48.59275053304904	Caudovirales	High-quality	Salmonella enterica	temperate	cluster_119447	subcluster_150454
NC_006953.1	37966	43.96301954380235	Caudovirales	High-quality	Listonella pelagia	virulent	cluster_64619	subcluster_81509
NC_007021.1	130706	30.261043869447462	Caudovirales	High-quality	Staphylococcus aureus	virulent	cluster_273761	subcluster_343880
NC_007023.1	180500	43.19944598337951	Caudovirales	High-quality	Enterobacteriaceae	virulent	cluster_215733	subcluster_271770
NC_007019.1	34704	40.15099124020286	Caudovirales	High-quality	Streptococcus thermophilus	virulent	cluster_115741	subcluster_145879
NC_007022.1	172963	43.91343813416742	Caudovirales	High-quality	Aeromonas salmonicida	virulent	cluster_222379	subcluster_280156
NC_007024.1	55770	51.88811188811189	Caudovirales	High-quality	Xanthomonas campestris	virulent	cluster_26031	subcluster_32740
NC_007065.1	43440	35.957642725598525	Caudovirales	High-quality	Staphylococcus aureus	temperate	cluster_26145	subcluster_32884
NC_007050.1	44283	34.58663595510693	Caudovirales	High-quality	Staphylococcus aureus	temperate	cluster_55562	subcluster_69977
NC_007066.1	138715	30.38820603395451	Caudovirales	High-quality	Staphylococcus aureus	virulent	cluster_31203	subcluster_39188
NC_007045.1	15603	31.41703518554124	Caudovirales	High-quality	Staphylococcus aureus	temperate	cluster_63257	subcluster_79719
NC_007046.1	18199	29.28732347931205		High-quality	Staphylococcus aureus	virulent	cluster_150323	subcluster_189450
NC_007047.1	39620	34.250378596668355	Caudovirales	High-quality	Staphylococcus aureus	temperate	cluster_217469	subcluster_273922
NC_007048.1	42732	34.30216231395675	Caudovirales	High-quality	Staphylococcus aureus	temperate	cluster_27671	subcluster_34775
NC_007049.1	43883	34.07697741722307	Caudovirales	High-quality	Staphylococcus aureus	temperate	cluster_79806	subcluster_100344
NC_007051.1	41318	36.91611404230601	Caudovirales	High-quality	Staphylococcus aureus	temperate	cluster_151335	subcluster_190633
NC_007052.1	45861	33.730184688515294	Caudovirales	High-quality	Staphylococcus aureus	temperate	cluster_48783	subcluster_61303
NC_007053.1	43095	33.46327880264532	Caudovirales	High-quality	Staphylococcus aureus	temperate	cluster_39601	subcluster_49767
NC_007054.1	44777	33.45914197020792	Caudovirales	High-quality	Staphylococcus aureus	temperate	cluster_277496	subcluster_348622
NC_007055.1	43681	35.11366498019734	Caudovirales	High-quality	Staphylococcus aureus	temperate	cluster_266974	subcluster_335055
NC_007056.1	45286	35.9912555756746	Caudovirales	High-quality	Staphylococcus aureus	temperate	cluster_150324	subcluster_189451
NC_007057.1	43576	35.00780246006976	Caudovirales	High-quality	Staphylococcus aureus	temperate	cluster_25761	subcluster_32392
