Phage_ID	Length	GC_content	Taxonomy	Completeness	Host	Lifestyle	Cluster	Subcluster	Phage_source
biochar_29	88642	72.48031407233591	Caudoviricetes	Medium-quality	Burkholderia gladioli	temperate	cluster_488218	subcluster_587669	STV
biochar_30	87068	61.3566407865117	Caudoviricetes	Complete	Pseudomonas syringae	virulent	cluster_96377	subcluster_116573	STV
biochar_31	86414	66.29249890064109	Caudoviricetes	Medium-quality	Mycobacteroides abscessus	virulent	cluster_295562	subcluster_356967	STV
biochar_32	85471	65.75797638965263	Caudoviricetes	Low-quality	Corynebacterium diphtheriae	virulent	cluster_150311	subcluster_181364	STV
biochar_33	84993	68.829197698634	Caudoviricetes	High-quality	Sinorhizobium meliloti	temperate	cluster_476306	subcluster_573460	STV
biochar_34	84527	58.22281637819869	Caudoviricetes	Complete	Caulobacter crescentus	virulent	cluster_519860	subcluster_625992	STV
biochar_35	82399	64.73622252697243	Caudoviricetes	High-quality	Mycobacterium smegmatis	virulent	cluster_151321	subcluster_182553	STV
biochar_37	81369	51.85267116469417	Caudoviricetes	High-quality	Corynebacterium diphtheriae	virulent	cluster_47934	subcluster_58584	STV
biochar_38	81319	70.17056284509155	Caudoviricetes	Medium-quality	Mycobacterium tuberculosis	temperate	cluster_164679	subcluster_198317	STV
biochar_40	78919	63.47014027040383	Caudoviricetes	High-quality	Streptomyces mirabilis	virulent	cluster_218020	subcluster_263104	STV
biochar_42	78790	45.82941997715446	Caudoviricetes	High-quality	Pseudomonas aeruginosa	virulent	cluster_427566	subcluster_516040	STV
biochar_44	78390	34.73912488837862	Caudoviricetes	Medium-quality	Lawsonia intracellularis	virulent	cluster_376363	subcluster_454507	STV
biochar_45	78139	55.93365668872138	Caudoviricetes	High-quality	Klebsiella pneumoniae	temperate	cluster_2810	subcluster_3630	STV
biochar_46	77918	58.600066736825895	Caudoviricetes	High-quality	Rhodococcus erythropolis	virulent	cluster_126440	subcluster_152511	STV
biochar_47	77684	61.80294526543433	Caudoviricetes	Medium-quality	Pseudomonas syringae	temperate	cluster_141094	subcluster_170090	STV
biochar_48	77037	58.14738372470372	Caudoviricetes	Medium-quality	Streptomyces griseofuscus	virulent	cluster_316375	subcluster_382261	STV
biochar_49	76934	41.56809733017912	Caudoviricetes	Complete	Erysipelatoclostridium ramosum	virulent	cluster_500601	subcluster_602426	STV
biochar_50	76785	70.93442729699811	Caudoviricetes	Complete	Streptomyces griseofuscus	temperate	cluster_274580	subcluster_331400	STV
biochar_51	76556	44.11280631171952	Caudoviricetes	Complete	Marinomonas mediterranea	virulent	cluster_450469	subcluster_542987	STV
biochar_53	75484	68.98415558264003	Caudoviricetes	Medium-quality	Streptomyces venezuelae	temperate	cluster_185326	subcluster_223576	STV
biochar_54	75068	52.76282836894549	Caudoviricetes	Medium-quality	Pseudomonas aeruginosa	virulent	cluster_378464	subcluster_457180	STV
biochar_55	75020	64.76672887230072	Caudoviricetes	Complete	Burkholderia gladioli	virulent	cluster_263887	subcluster_318614	STV
biochar_56	74807	67.0365072787306	Caudoviricetes	Complete	Burkholderia gladioli	temperate	cluster_243282	subcluster_294220	STV
biochar_57	74807	67.04051759862045	Caudoviricetes	Complete	Burkholderia ubonensis	temperate	cluster_243282	subcluster_294219	STV
biochar_58	73881	58.339762591193946	Caudoviricetes	Complete	Sinorhizobium meliloti	temperate	cluster_2811	subcluster_3632	STV
biochar_59	73817	54.3736537653928	Caudoviricetes	Complete	Pseudomonas syringae	virulent	cluster_409062	subcluster_493972	STV
biochar_60	73779	58.328250586210174	Caudoviricetes	Medium-quality	Eggerthella lenta	temperate	cluster_116513	subcluster_140963	STV
biochar_61	73558	70.0522037032002	Caudoviricetes	High-quality	Streptomyces griseus	temperate	cluster_70230	subcluster_85232	STV
biochar_62	73165	50.6909041208228	Caudoviricetes	High-quality	Mycobacterium tuberculosis	virulent	cluster_247861	subcluster_299460	STV
biochar_63	73044	68.79825858386725	Caudoviricetes	Medium-quality	Streptomyces mirabilis	virulent	cluster_481372	subcluster_579457	STV
biochar_64	72054	47.08968273794654	Caudoviricetes	Medium-quality	Shigella sonnei	virulent	cluster_530806	subcluster_639242	STV
biochar_65	71635	55.499406714594826	Caudoviricetes	Medium-quality	Rhizobium leguminosarum	virulent	cluster_436222	subcluster_526236	STV
biochar_66	69712	66.209547854028	Caudoviricetes	Complete	Pseudomonas aeruginosa	temperate	cluster_488219	subcluster_587670	STV
biochar_67	69551	70.03062500898622	Caudoviricetes	Medium-quality	Gordonia terrae	temperate	cluster_96378	subcluster_116574	STV
biochar_68	69198	52.30064452729848	Caudoviricetes	Medium-quality	Enterobacter cloacae	virulent	cluster_295563	subcluster_356968	STV
biochar_69	69161	66.67630601061292	Caudoviricetes	High-quality	Enterobacter cloacae	temperate	cluster_150312	subcluster_181365	STV
biochar_70	69011	53.1219660633812	Caudoviricetes	High-quality	Sinorhizobium meliloti	virulent	cluster_476307	subcluster_573461	STV
biochar_71	68553	63.0913307951512	Caudoviricetes	Low-quality	Streptomyces griseofuscus	virulent	cluster_519861	subcluster_625995	STV
biochar_72	68553	63.08987206978542	Caudoviricetes	Low-quality	Streptomyces griseofuscus	virulent	cluster_519861	subcluster_625993	STV
biochar_73	68553	63.095706971248525	Caudoviricetes	Low-quality	Cronobacter malonaticus	virulent	cluster_151322	subcluster_182554	STV
biochar_74	68553	63.079660992224994	Caudoviricetes	Low-quality	Cronobacter malonaticus	virulent	cluster_519861	subcluster_625994	STV
biochar_75	68553	63.08111971759077	Caudoviricetes	Low-quality	Streptomyces griseofuscus	virulent	cluster_519861	subcluster_625995	STV
biochar_76	68441	63.08937625107757	Caudoviricetes	Low-quality	Streptomyces griseofuscus	virulent	cluster_151322	subcluster_182555	STV
biochar_77	68324	58.47871904455243	Caudoviricetes	Complete	Pseudomonas aeruginosa	temperate	cluster_427567	subcluster_516041	STV
biochar_78	68247	58.47143464181576	Caudoviricetes	Medium-quality	Pseudomonas aeruginosa	temperate	cluster_376364	subcluster_454508	STV
biochar_79	68113	58.2737509726484	Caudoviricetes	Medium-quality	Eggerthella lenta	temperate	cluster_2811	subcluster_3631	STV
biochar_80	67521	69.98563409902104	Caudoviricetes	Complete	Streptomyces griseus	temperate	cluster_126441	subcluster_152512	STV
biochar_81	67143	60.41880761955826	Caudoviricetes	Complete	Pseudomonas aeruginosa	virulent	cluster_141095	subcluster_170091	STV
biochar_82	66711	67.25277690335926	Caudoviricetes	Medium-quality	Burkholderia gladioli	temperate	cluster_450470	subcluster_542988	STV
biochar_83	66711	67.2377868717303	Caudoviricetes	Medium-quality	Burkholderia gladioli	temperate	cluster_316376	subcluster_382262	STV
biochar_84	66711	67.25427590652217	Caudoviricetes	Medium-quality	Burkholderia gladioli	temperate	cluster_316376	subcluster_382263	STV
biochar_85	66605	67.25921477366565	Caudoviricetes	Medium-quality	Burkholderia gladioli	temperate	cluster_316376	subcluster_382264	STV
biochar_86	66525	67.23487410747839	Caudoviricetes	Medium-quality	Burkholderia gladioli	temperate	cluster_450470	subcluster_542988	STV
biochar_87	66477	57.07086661552116	Caudoviricetes	Medium-quality	Salmonella enterica	virulent	cluster_185327	subcluster_223577	STV
biochar_88	65980	56.68081236738406	Caudoviricetes	Complete	Enterobacter bugandensis	virulent	cluster_263888	subcluster_318616	STV
biochar_89	65980	56.67323431342831	Caudoviricetes	Complete	Enterobacter asburiae	virulent	cluster_263888	subcluster_318615	STV
biochar_90	65943	60.0655111232428	Caudoviricetes	Complete	Pseudomonas putida	virulent	cluster_491576	subcluster_591725	STV
biochar_91	65938	62.38436106645637	Caudoviricetes	Medium-quality	Pseudomonas aeruginosa	temperate	cluster_243283	subcluster_294221	STV
biochar_92	65865	55.6304562362408	Caudoviricetes	Complete	Sinorhizobium medicae	virulent	cluster_409063	subcluster_493974	STV
biochar_93	65865	55.6304562362408	Caudoviricetes	Complete	Mycobacterium tuberculosis	virulent	cluster_409063	subcluster_493973	STV
biochar_94	65626	63.99445341785268	Caudoviricetes	Medium-quality	Burkholderia vietnamiensis	virulent	cluster_116514	subcluster_140964	STV
biochar_95	65446	50.32698713443145	Caudoviricetes	Complete	Lawsonia intracellularis	virulent	cluster_488220	subcluster_587672	STV
biochar_96	65342	57.20975788925959	Caudoviricetes	Medium-quality	Mycobacterium smegmatis	virulent	cluster_247862	subcluster_299461	STV
biochar_97	65320	57.27036129822413	Caudoviricetes	Medium-quality	Enterobacter cloacae	virulent	cluster_481373	subcluster_579458	STV
biochar_98	65258	70.14465659382758	Caudoviricetes	Complete	Gordonia terrae	temperate	cluster_530807	subcluster_639243	STV
biochar_99	65137	60.32362558914288	Caudoviricetes	Complete	Mycobacterium colombiense	virulent	cluster_436223	subcluster_526237	STV
biochar_100	65073	50.37573187036099	Caudoviricetes	Complete	Mycobacterium smegmatis	virulent	cluster_488220	subcluster_587671	STV
biochar_101	65071	61.66802415822716	Caudoviricetes	Complete	Pseudomonas aeruginosa	virulent	cluster_96379	subcluster_116575	STV
biochar_102	64924	65.73532129874931	Caudoviricetes	High-quality	Burkholderia vietnamiensis	temperate	cluster_295564	subcluster_356969	STV
biochar_103	64883	67.33042553519411	Caudoviricetes	Medium-quality	Mycobacterium tuberculosis	virulent	cluster_150313	subcluster_181366	STV
biochar_104	64861	51.46698324108478	Caudoviricetes	Medium-quality	Pseudomonas syringae	virulent	cluster_476308	subcluster_573462	STV
biochar_105	64809	66.76696137882084	Caudoviricetes	Medium-quality	Mycobacterium tuberculosis	temperate	cluster_519862	subcluster_625996	STV
biochar_106	64732	69.99320274361985	Caudoviricetes	Complete	Burkholderia ubonensis	temperate	cluster_151323	subcluster_182556	STV
biochar_107	64388	58.021681058582345	Caudoviricetes	Complete	Mycolicibacterium smegmatis	virulent	cluster_47935	subcluster_58585	STV
biochar_108	64283	65.12452748004915	Caudoviricetes	Medium-quality	Stenotrophomonas maltophilia	virulent	cluster_164680	subcluster_198318	STV
biochar_109	64265	62.90671438574652	Caudoviricetes	High-quality	Eggerthella lenta	temperate	cluster_218021	subcluster_263105	STV
biochar_110	64232	65.71179474405281	Caudoviricetes	High-quality	Burkholderia vietnamiensis	temperate	cluster_427568	subcluster_516042	STV
biochar_111	64083	65.724139007225	Caudoviricetes	High-quality	Burkholderia vietnamiensis	temperate	cluster_376365	subcluster_454509	STV
biochar_112	63813	55.4542177926128	Caudoviricetes	Complete	Mycobacterium tuberculosis	virulent	cluster_500602	subcluster_602428	STV
biochar_113	63813	55.47929105354709	Caudoviricetes	Complete	Pseudomonas putida	virulent	cluster_500602	subcluster_602429	STV
biochar_114	63813	55.476156895930295	Caudoviricetes	Complete	Pseudomonas putida	virulent	cluster_500602	subcluster_602428	STV
biochar_115	63813	55.469888580696725	Caudoviricetes	Complete	Mycobacterium tuberculosis	virulent	cluster_141096	subcluster_170092	STV
biochar_116	63813	55.458919029037965	Caudoviricetes	Complete	Pseudomonas putida	virulent	cluster_316377	subcluster_382265	STV
biochar_117	63699	55.46868867643134	Caudoviricetes	High-quality	Pseudomonas putida	virulent	cluster_500602	subcluster_602427	STV
biochar_118	63029	52.03160449951609	Caudoviricetes	High-quality	Klebsiella michiganensis	virulent	cluster_274581	subcluster_331401	STV
biochar_119	62988	59.24303041849242	Caudoviricetes	Complete	Pseudomonas syringae	virulent	cluster_450471	subcluster_542989	STV
biochar_120	62988	59.24938083444465	Caudoviricetes	Complete	Streptococcus agalactiae	virulent	cluster_450471	subcluster_542990	STV
biochar_121	62957	65.21117588195118	Caudoviricetes	Medium-quality	Stenotrophomonas maltophilia	virulent	cluster_378465	subcluster_457181	STV
biochar_122	62952	60.201423306646326	Caudoviricetes	Complete	Pseudomonas syringae	virulent	cluster_243284	subcluster_294223	STV
biochar_123	62952	60.19983479476426	Caudoviricetes	Complete	Pseudomonas syringae	virulent	cluster_33562	subcluster_40805	STV
biochar_124	62949	60.19793801331237	Caudoviricetes	Complete	Pseudomonas syringae	virulent	cluster_243284	subcluster_294222	STV
biochar_125	62949	60.194760838138805	Caudoviricetes	Complete	Pseudomonas syringae	virulent	cluster_33562	subcluster_40805	STV
biochar_126	62949	60.1884064877917	Caudoviricetes	Complete	Pseudomonas syringae	virulent	cluster_33562	subcluster_40805	STV
biochar_127	62949	60.17252061192394	Caudoviricetes	Complete	Pseudomonas syringae	virulent	cluster_243284	subcluster_294222	STV
biochar_128	62949	60.194760838138805	Caudoviricetes	Complete	Pseudomonas syringae	virulent	cluster_33562	subcluster_40804	STV
biochar_129	62634	38.019286649423634	Caudoviricetes	Low-quality	Streptococcus pyogenes	virulent	cluster_409064	subcluster_493975	STV
biochar_130	62492	68.48556615246751	Caudoviricetes	Medium-quality	Burkholderia gladioli	temperate	cluster_116515	subcluster_140965	STV
biochar_131	62245	35.21567997429512	Caudoviricetes	Complete	Staphylococcus pseudintermedius	virulent	cluster_70231	subcluster_85233	STV
biochar_132	62183	61.9558400205844	Caudoviricetes	Complete	Mycobacterium tuberculosis	temperate	cluster_488221	subcluster_587674	STV
biochar_133	62183	61.9622726468649	Caudoviricetes	Complete	Sinorhizobium medicae	temperate	cluster_436224	subcluster_526238	STV
biochar_134	62183	61.9622726468649	Caudoviricetes	Complete	Sinorhizobium medicae	temperate	cluster_436224	subcluster_526239	STV
biochar_135	62110	70.01288037353083	Caudoviricetes	Medium-quality	Mycobacterium smegmatis	temperate	cluster_530808	subcluster_639244	STV
biochar_136	62082	61.95515608388905	Caudoviricetes	Complete	Sinorhizobium medicae	temperate	cluster_436224	subcluster_526238	STV
biochar_137	62076	61.95470068947741	Caudoviricetes	Complete	Sinorhizobium medicae	temperate	cluster_488221	subcluster_587673	STV
biochar_138	61803	62.718638253806446	Caudoviricetes	High-quality	Arthrobacter globiformis	virulent	cluster_96380	subcluster_116576	STV
biochar_139	61774	62.40975167546217	Caudoviricetes	Complete	Pseudomonas fluorescens	temperate	cluster_295565	subcluster_356970	STV
biochar_140	61425	69.1900691900692	Caudoviricetes	Medium-quality	Bordetella bronchiseptica	temperate	cluster_150314	subcluster_181367	STV
biochar_142	61264	62.87705667276051	Caudoviricetes	Medium-quality	Burkholderia vietnamiensis	temperate	cluster_519864	subcluster_625999	STV
biochar_143	61140	61.36081125286228	Caudoviricetes	Complete	Achromobacter xylosoxidans	virulent	cluster_519863	subcluster_625997	STV
biochar_144	61085	65.75591389048047	Caudoviricetes	Medium-quality	Gordonia terrae	temperate	cluster_151324	subcluster_182557	STV
biochar_145	61021	61.36412054866357	Caudoviricetes	High-quality	Mycobacterium tuberculosis	virulent	cluster_47936	subcluster_58586	STV
biochar_146	60994	62.5717283667246	Caudoviricetes	Complete	Pseudomonas syringae	virulent	cluster_164681	subcluster_198319	STV
biochar_147	60915	64.42583928424854	Caudoviricetes	High-quality	Burkholderia vietnamiensis	temperate	cluster_427571	subcluster_516050	STV
biochar_148	60564	68.38550954362329	Caudoviricetes	Complete	Pseudomonas aeruginosa	virulent	cluster_2812	subcluster_3633	STV
biochar_149	60564	68.38385839772802	Caudoviricetes	Complete	Pseudomonas aeruginosa	virulent	cluster_376366	subcluster_454511	STV
biochar_150	60564	68.39706756489004	Caudoviricetes	Complete	Pseudomonas aeruginosa	virulent	cluster_376366	subcluster_454511	STV
biochar_151	60564	68.39211412720428	Caudoviricetes	Complete	Pseudomonas aeruginosa	virulent	cluster_376366	subcluster_454510	STV
biochar_152	60564	68.38881183541378	Caudoviricetes	Complete	Pseudomonas aeruginosa	temperate	cluster_2812	subcluster_3633	STV
biochar_153	60214	59.65224034277743	Caudoviricetes	High-quality	Microbacterium foliorum	virulent	cluster_126442	subcluster_152513	STV
biochar_154	60148	70.64075280973599	Caudoviricetes	Medium-quality	Salinispora arenicola	temperate	cluster_141097	subcluster_170093	STV
biochar_155	60128	65.60670569451837	Caudoviricetes	Medium-quality	Gordonia rubripertincta	virulent	cluster_316378	subcluster_382266	STV
biochar_156	60029	68.16871845274784	Caudoviricetes	High-quality	Mycobacterium tuberculosis	virulent	cluster_500603	subcluster_602430	STV
biochar_158	59857	61.391315969727856	Caudoviricetes	Medium-quality	Streptomyces griseus	virulent	cluster_274582	subcluster_331402	STV
biochar_159	59832	67.1162588581361	Caudoviricetes	Medium-quality	Burkholderia thailandensis	temperate	cluster_450472	subcluster_542991	STV
biochar_160	59830	57.25555741266923	Caudoviricetes	High-quality	Pseudomonas syringae	temperate	cluster_185328	subcluster_223578	STV
biochar_161	59718	64.63880237114438	Caudoviricetes	Complete	Burkholderia vietnamiensis	virulent	cluster_378466	subcluster_457182	STV
biochar_162	59665	66.82812369060588	Caudoviricetes	Low-quality	Rhodococcus erythropolis	virulent	cluster_263889	subcluster_318617	STV
biochar_163	59309	37.60812018412045	Caudoviricetes	Medium-quality	Providencia alcalifaciens	temperate	cluster_491577	subcluster_591726	STV
biochar_164	59258	61.387491984204665	Caudoviricetes	High-quality	Burkholderia vietnamiensis	virulent	cluster_243285	subcluster_294224	STV
biochar_165	59219	41.75349127813708	Caudoviricetes	Low-quality	Lawsonia intracellularis	virulent	cluster_33563	subcluster_40806	STV
biochar_166	59153	60.64274001318615	Caudoviricetes	Complete	Streptomyces toxytricini	temperate	cluster_409065	subcluster_493976	STV
biochar_167	59136	61.87939664502164	Caudoviricetes	High-quality	Faecalibacterium prausnitzii	temperate	cluster_116516	subcluster_140966	STV
biochar_168	59077	61.123618328621966	Caudoviricetes	High-quality	Mycobacteroides abscessus	temperate	cluster_70232	subcluster_85234	STV
biochar_169	59054	56.361973786703686	Caudoviricetes	Medium-quality	Alistipes shahii	virulent	cluster_128124	subcluster_154476	STV
biochar_170	58907	40.69295669445058	Caudoviricetes	High-quality	Salmonella enterica	virulent	cluster_488222	subcluster_587675	STV
biochar_171	58748	53.74821270511336	Caudoviricetes	Medium-quality	Pseudomonas syringae	virulent	cluster_481374	subcluster_579459	STV
biochar_172	58726	68.1895582876409	Caudoviricetes	Medium-quality	Sinorhizobium medicae	virulent	cluster_530809	subcluster_639245	STV
biochar_173	58726	68.19296393420291	Caudoviricetes	Medium-quality	Sinorhizobium medicae	virulent	cluster_530809	subcluster_639245	STV
biochar_174	58709	67.63869253436441	Caudoviricetes	Medium-quality	Burkholderia vietnamiensis	temperate	cluster_436225	subcluster_526240	STV
biochar_175	58584	40.63396149119213	Caudoviricetes	High-quality	Salmonella enterica	virulent	cluster_488222	subcluster_587675	STV
biochar_176	58552	68.71157261921027	Caudoviricetes	Medium-quality	Mycolicibacterium smegmatis	temperate	cluster_96381	subcluster_116577	STV
biochar_177	58515	56.83670853627275	Caudoviricetes	High-quality	Pseudomonas aeruginosa	temperate	cluster_295566	subcluster_356971	STV
biochar_178	58331	62.11105587080626	Caudoviricetes	Medium-quality	Corynebacterium ulcerans	virulent	cluster_150315	subcluster_181368	STV
biochar_179	58308	68.40570762159567	Caudoviricetes	High-quality	Pseudomonas aeruginosa	virulent	cluster_476309	subcluster_573463	STV
biochar_180	58306	62.93348883476829	Caudoviricetes	Medium-quality	Burkholderia vietnamiensis	temperate	cluster_519864	subcluster_625998	STV
biochar_183	58211	58.98026146261016	Caudoviricetes	High-quality	Pseudomonas putida	temperate	cluster_151325	subcluster_182558	STV
biochar_184	58179	65.70927654308255	Caudoviricetes	Complete	Cronobacter malonaticus	temperate	cluster_47937	subcluster_58587	STV
biochar_185	58128	70.02993393889348	Caudoviricetes	Medium-quality	Mycobacterium smegmatis	temperate	cluster_164682	subcluster_198320	STV
biochar_186	58083	70.5869187197631	Caudoviricetes	Medium-quality	Gordonia terrae	virulent	cluster_218022	subcluster_263106	STV
biochar_187	58053	63.89161628167365	Caudoviricetes	Complete	Bifidobacterium pseudolongum	virulent	cluster_427569	subcluster_516043	STV
biochar_188	58053	63.876113206897145	Caudoviricetes	Complete	Klebsiella pneumoniae	virulent	cluster_376367	subcluster_454512	STV
biochar_189	58053	63.90022910099392	Caudoviricetes	Complete	Bifidobacterium pseudolongum	virulent	cluster_427569	subcluster_516044	STV
biochar_190	58053	63.876113206897145	Caudoviricetes	Complete	Klebsiella pneumoniae	virulent	cluster_126443	subcluster_152514	STV
biochar_191	58053	63.915732175770415	Caudoviricetes	Complete	Bifidobacterium pseudolongum	virulent	cluster_427569	subcluster_516045	STV
biochar_192	58053	63.90195166485797	Caudoviricetes	Complete	Bifidobacterium pseudolongum	virulent	cluster_427569	subcluster_516046	STV
biochar_193	58053	63.92262243122664	Caudoviricetes	Complete	Bifidobacterium pseudolongum	virulent	cluster_427569	subcluster_516047	STV
biochar_194	58053	63.91745473963447	Caudoviricetes	Complete	Klebsiella pneumoniae	virulent	cluster_274583	subcluster_331403	STV
biochar_195	58030	64.15819403756677	Caudoviricetes	Complete	Salmonella enterica	virulent	cluster_409067	subcluster_493979	STV
biochar_196	58004	57.46672643265982	Caudoviricetes	Medium-quality	Klebsiella pneumoniae	temperate	cluster_185329	subcluster_223579	STV
biochar_197	58004	57.49775877525688	Caudoviricetes	Medium-quality	Klebsiella pneumoniae	temperate	cluster_378467	subcluster_457183	STV
biochar_198	57942	68.91374132753442	Caudoviricetes	Medium-quality	Bifidobacterium angulatum	temperate	cluster_263890	subcluster_318618	STV
biochar_199	57824	63.5341726618705	Caudoviricetes	Complete	Gordonia rubripertincta	virulent	cluster_491578	subcluster_591727	STV
biochar_200	57820	65.10377032168799	Caudoviricetes	Medium-quality	Microbacterium foliorum	virulent	cluster_243286	subcluster_294225	STV
biochar_201	57521	50.62151214339112	Caudoviricetes	Medium-quality	Mycolicibacterium smegmatis	virulent	cluster_33564	subcluster_40807	STV
biochar_202	57418	53.22895259326344	Caudoviricetes	Medium-quality	Lawsonia intracellularis	virulent	cluster_409066	subcluster_493977	STV
biochar_203	57381	65.05289207228874	Caudoviricetes	Complete	Pseudomonas syringae	temperate	cluster_481375	subcluster_579461	STV
biochar_204	57381	65.042435649431	Caudoviricetes	Complete	Rhodococcus fascians	temperate	cluster_70233	subcluster_85235	STV
biochar_205	57381	65.04069291228805	Caudoviricetes	Complete	Rhodococcus fascians	temperate	cluster_128125	subcluster_154477	STV
biochar_206	57381	65.03372196371622	Caudoviricetes	Complete	Rhodococcus fascians	temperate	cluster_481375	subcluster_579460	STV
biochar_207	57381	65.03895017514509	Caudoviricetes	Complete	Pseudomonas syringae	temperate	cluster_530810	subcluster_639246	STV
biochar_208	57224	57.154340836012864	Caudoviricetes	Medium-quality	Orientia tsutsugamushi	virulent	cluster_436226	subcluster_526241	STV
biochar_209	57200	68.6451048951049	Caudoviricetes	Medium-quality	Mycobacterium smegmatis	temperate	cluster_488223	subcluster_587676	STV
biochar_211	57126	56.45065294261807	Caudoviricetes	Complete	Pseudomonas syringae	virulent	cluster_150316	subcluster_181370	STV
biochar_212	57123	56.49563223220069	Caudoviricetes	Complete	Pseudomonas syringae	virulent	cluster_295567	subcluster_356972	STV
biochar_213	57123	56.47112371549113	Caudoviricetes	Complete	Pseudomonas syringae	virulent	cluster_150316	subcluster_181369	STV
biochar_214	57123	56.4938816238643	Caudoviricetes	Complete	Pseudomonas syringae	virulent	cluster_295567	subcluster_356973	STV
biochar_215	57123	56.4868791905187	Caudoviricetes	Complete	Pseudomonas syringae	virulent	cluster_476310	subcluster_573464	STV
biochar_216	57123	56.49563223220069	Caudoviricetes	Complete	Pseudomonas syringae	virulent	cluster_519865	subcluster_626000	STV
biochar_217	57123	56.4938816238643	Caudoviricetes	Complete	Pseudomonas syringae	virulent	cluster_295567	subcluster_356973	STV
biochar_218	57123	56.47812614883672	Caudoviricetes	Complete	Pseudomonas syringae	virulent	cluster_295567	subcluster_356974	STV
biochar_219	57121	56.6726772990669	Caudoviricetes	High-quality	Enterobacter cloacae	temperate	cluster_164683	subcluster_198321	STV
biochar_220	57043	53.28261136335747	Caudoviricetes	High-quality	Arthrobacter globiformis	virulent	cluster_218023	subcluster_263107	STV
biochar_221	56969	55.22828204813144	Caudoviricetes	Complete	Sinorhizobium meliloti	temperate	cluster_427570	subcluster_516048	STV
biochar_222	56942	67.91472024164939	Caudoviricetes	Complete	Sphingomonas koreensis	virulent	cluster_376368	subcluster_454513	STV
